InvoiceDate,StockCode,TotalQuantity
2010-10-17,35646,1
2010-10-18,35646,1
2010-10-19,35646,1
2010-10-20,35646,1
2010-10-21,35646,1
2010-10-22,35646,1
2010-10-23,35646,1
2010-10-24,35646,1
2010-10-25,35646,1
2010-10-26,35646,1
2010-10-27,35646,1
2010-10-28,35646,1
2010-10-29,35646,1
2010-10-30,35646,1
2010-10-31,35646,1
2010-11-01,35646,1
2010-11-02,35646,1
2010-11-03,35646,1
2010-11-04,35646,1
2010-11-05,35646,1
2010-11-06,35646,1
2010-11-07,35646,1
2010-11-08,35646,1
2010-11-09,35646,1
2010-11-10,35646,1
2010-11-11,35646,1
2010-11-12,35646,1
2010-11-13,35646,1
2010-11-14,35646,1
2010-11-15,35646,1
2010-11-16,35646,1
2010-11-17,35646,1
2010-11-18,35646,1
2010-11-19,35646,1
2010-11-20,35646,1
2010-11-21,35646,1
2010-11-22,35646,1
2010-11-23,35646,4
2010-11-24,35646,1
2010-11-25,35646,1
2010-11-26,35646,1
2010-11-27,35646,1
2010-11-28,35646,1
2010-11-29,35646,1
2010-11-30,35646,1
2010-12-01,35646,1
2010-12-02,35646,1
2010-12-03,35646,1
2010-12-04,35646,1
2010-12-05,35646,1
2010-12-06,35646,1
2010-12-07,35646,6
2010-12-08,35646,1
2010-12-09,35646,1
2010-12-10,35646,1
2010-12-11,35646,1
2010-12-12,35646,1
2010-12-13,35646,1
2010-12-14,35646,25
2010-12-15,35646,1
2010-12-16,35646,49
2010-12-17,35646,1
2010-12-18,35646,1
2010-12-19,35646,1
2010-12-20,35646,1
2010-12-21,35646,1
2010-12-22,35646,1
2010-12-23,35646,9
2010-12-24,35646,1
2010-12-25,35646,1
2010-12-26,35646,1
2010-12-27,35646,1
2010-12-28,35646,1
2010-12-29,35646,1
2010-12-30,35646,1
2010-12-31,35646,1
2011-01-01,35646,1
2011-01-02,35646,1
2011-01-03,35646,1
2011-01-04,35646,27
2011-01-05,35646,4
2011-01-06,35646,3
2011-01-07,35646,5
2011-01-08,35646,1
2011-01-09,35646,1
2011-01-10,35646,6
2011-01-11,35646,2
2011-01-12,35646,8
2011-01-13,35646,2
2011-01-14,35646,3
2011-01-15,35646,1
2011-01-16,35646,1
2011-01-17,35646,5
2011-01-18,35646,5
2011-01-19,35646,5
2011-01-20,35646,4
2011-01-21,35646,28
2011-01-22,35646,1
2011-01-23,35646,1
2011-01-24,35646,1
2011-01-25,35646,1
2011-01-26,35646,1
2011-01-27,35646,1
2011-01-28,35646,1
2011-01-29,35646,1
2011-01-30,35646,1
2011-01-31,35646,1
2011-02-01,35646,1
2011-02-02,35646,1
2011-02-03,35646,1
2011-02-04,35646,1
2011-02-05,35646,1
2011-02-06,35646,1
2011-02-07,35646,1
2011-02-08,35646,1
2011-02-09,35646,1
2011-02-10,35646,1
2011-02-11,35646,1
2011-02-12,35646,1
2011-02-13,35646,1
2011-02-14,35646,1
2011-02-15,35646,5
2011-02-16,35646,1
2011-02-17,35646,1
2011-02-18,35646,1
2011-02-19,35646,1
2011-02-20,35646,1
2011-02-21,35646,1
2011-02-22,35646,1
2011-02-23,35646,1
2011-02-24,35646,1
2011-02-25,35646,1
2011-02-26,35646,1
2011-02-27,35646,1
2011-02-28,35646,1
2011-03-01,35646,1
2011-03-02,35646,1
2011-03-03,35646,1
2011-03-04,35646,1
2011-03-05,35646,1
2011-03-06,35646,1
2011-03-07,35646,1
2011-03-08,35646,1
2011-03-09,35646,1
2011-03-10,35646,1
2011-03-11,35646,1
2011-03-12,35646,1
2011-03-13,35646,1
2011-03-14,35646,1
2011-03-15,35646,1
2011-03-16,35646,1
2011-03-17,35646,1
2011-03-18,35646,1
2011-03-19,35646,1
2011-03-20,35646,1
2011-03-21,35646,1
2011-03-22,35646,1
2011-03-23,35646,1
2011-03-24,35646,1
2011-03-25,35646,1
2011-03-26,35646,1
2011-03-27,35646,1
2011-03-28,35646,1
2011-03-29,35646,1
2011-03-30,35646,1
2011-03-31,35646,1
2011-04-01,35646,1
2011-04-02,35646,1
2011-04-03,35646,1
2011-04-04,35646,1
2011-04-05,35646,1
2011-04-06,35646,1
2011-04-07,35646,1
2011-04-08,35646,1
2011-04-09,35646,1
2011-04-10,35646,1
2011-04-11,35646,1
2011-04-12,35646,1
2011-04-13,35646,1
2011-04-14,35646,1
2011-04-15,35646,1
2011-04-16,35646,1
2011-04-17,35646,1
2011-04-18,35646,1
2011-04-19,35646,1
2011-04-20,35646,1
2011-04-21,35646,1
2011-04-22,35646,1
2011-04-23,35646,1
2011-04-24,35646,1
2011-04-25,35646,1
2011-04-26,35646,6
2011-04-27,35646,1
2011-04-28,35646,1
2011-04-29,35646,1
2011-04-30,35646,1
2011-05-01,35646,1
2011-05-02,35646,1
2011-05-03,35646,1
2011-05-04,35646,1
2011-05-05,35646,1
2011-05-06,35646,1
2011-05-07,35646,1
2011-05-08,35646,1
2011-05-09,35646,5
2011-05-10,35646,1
2011-05-11,35646,1
2011-05-12,35646,1
2011-05-13,35646,1
2011-05-14,35646,1
2011-05-15,35646,1
2011-05-16,35646,1
2011-05-17,35646,1
2011-05-18,35646,1
2011-05-19,35646,1
2011-05-20,35646,1
2011-05-21,35646,1
2011-05-22,35646,1
2011-05-23,35646,1
2011-05-24,35646,1
2011-05-25,35646,25
2011-05-26,35646,1
2011-05-27,35646,1
2011-05-28,35646,1
2011-05-29,35646,1
2011-05-30,35646,1
2011-05-31,35646,1
2011-06-01,35646,1
2011-06-02,35646,1
2011-06-03,35646,1
2011-06-04,35646,1
2011-06-05,35646,1
2011-06-06,35646,1
2011-06-07,35646,1
2011-06-08,35646,25
2011-06-09,35646,1
2011-06-10,35646,1
2011-06-11,35646,1
2011-06-12,35646,1
2011-06-13,35646,1
2011-06-14,35646,1
2011-06-15,35646,1
2011-06-16,35646,1
2011-06-17,35646,1
2011-06-18,35646,1
2011-06-19,35646,1
2011-06-20,35646,1
2011-06-21,35646,1
2011-06-22,35646,1
2011-06-23,35646,1
2011-06-24,35646,1
2011-06-25,35646,1
2011-06-26,35646,1
2011-06-27,35646,1
2011-06-28,35646,1
2011-06-29,35646,1
2011-06-30,35646,1
2011-07-01,35646,1
2011-07-02,35646,1
2011-07-03,35646,7
2011-07-04,35646,2
2011-07-05,35646,1
2011-07-06,35646,1
2011-07-07,35646,25
2011-07-08,35646,1
2011-07-09,35646,1
2011-07-10,35646,1
2011-07-11,35646,1
2011-07-12,35646,1
2011-07-13,35646,1
2011-07-14,35646,1
2011-07-15,35646,1
2011-07-16,35646,1
2011-07-17,35646,4
2011-07-18,35646,1
2011-07-19,35646,1
2011-07-20,35646,1
2011-07-21,35646,1
2011-07-22,35646,1
2011-07-23,35646,1
2011-07-24,35646,1
2011-07-25,35646,1
2011-07-26,35646,1
2011-07-27,35646,1
2011-07-28,35646,2
2011-07-29,35646,1
2011-07-30,35646,1
2011-07-31,35646,1
2011-08-01,35646,1
2011-08-02,35646,1
2011-08-03,35646,1
2011-08-04,35646,1
2011-08-05,35646,1
2011-08-06,35646,1
2011-08-07,35646,1
2011-08-08,35646,4
2011-08-09,35646,1
2011-08-10,35646,1
2011-08-11,35646,25
2011-08-12,35646,1
2011-08-13,35646,1
2011-08-14,35646,1
2011-08-15,35646,1
2011-08-16,35646,1
2011-08-17,35646,1
2011-08-18,35646,1
2011-08-19,35646,1
2011-08-20,35646,1
2011-08-21,35646,25
2011-08-22,35646,1
2011-08-23,35646,25
2011-08-24,35646,1
2011-08-25,35646,1
2011-08-26,35646,1
2011-08-27,35646,1
2011-08-28,35646,1
2011-08-29,35646,1
2011-08-30,35646,3
2011-08-31,35646,1
2011-09-01,35646,1
2011-09-02,35646,2
2011-09-03,35646,1
2011-09-04,35646,1
2011-09-05,35646,1
2011-09-06,35646,6
2011-09-07,35646,1
2011-09-08,35646,2
2011-09-09,35646,1
2011-09-10,35646,1
2011-09-11,35646,5
2011-09-12,35646,1
2011-09-13,35646,1
2011-09-14,35646,26
2011-09-15,35646,1
2011-09-16,35646,1
2011-09-17,35646,1
2011-09-18,35646,1
2011-09-19,35646,1
2011-09-20,35646,1
2011-09-21,35646,1
2011-09-22,35646,1
2011-09-23,35646,3
2011-09-24,35646,1
2011-09-25,35646,25
2011-09-26,35646,1
2011-09-27,35646,1
2011-09-28,35646,4
2011-09-29,35646,25
2011-09-30,35646,1
2011-10-01,35646,1
2011-10-02,35646,7
2011-10-03,35646,3
2011-10-04,35646,1
2011-10-05,35646,1
2011-10-06,35646,2
2011-10-07,35646,11
2011-10-08,35646,1
2011-10-09,35646,1
2011-10-10,35646,1
2011-10-11,35646,1
2011-10-12,35646,1
2011-10-13,35646,1
2011-10-14,35646,1
2011-10-15,35646,1
2011-10-16,35646,5
2011-10-17,35646,1
2011-10-18,35646,4
2011-10-19,35646,1
2011-10-20,35646,1
2011-10-21,35646,1
2011-10-22,35646,1
2011-10-23,35646,7
2011-10-24,35646,1
2011-10-25,35646,1
2011-10-26,35646,1
2011-10-27,35646,1
2011-10-28,35646,1
2011-10-29,35646,1
2011-10-30,35646,1
2011-10-31,35646,4
2011-11-01,35646,6
2011-11-02,35646,1
2011-11-03,35646,5
2011-11-04,35646,2
2011-11-05,35646,1
2011-11-06,35646,3
2011-11-07,35646,7
2011-11-08,35646,4
2011-11-09,35646,1
2011-11-10,35646,1
2011-11-11,35646,5
2011-11-12,35646,1
2011-11-13,35646,1
2011-11-14,35646,5
2011-11-15,35646,5
2011-11-16,35646,3
2011-11-17,35646,1
2011-11-18,35646,3
2011-11-19,35646,1
2011-11-20,35646,25
2011-11-21,35646,25
2011-11-22,35646,5
2011-11-23,35646,28
2011-11-24,35646,4
2011-11-25,35646,1
2011-11-26,35646,1
2011-11-27,35646,5
2011-11-28,35646,1
2011-11-29,35646,1
2011-11-30,35646,7
2011-12-01,35646,2
2011-12-02,35646,2
2011-12-03,35646,1
2011-12-04,35646,1
2011-12-05,35646,6
2011-12-06,35646,1
2011-12-07,35646,1
2011-12-08,35646,8
2011-12-09,35646,2
2010-01-19,62094B,2
2010-01-20,62094B,1
2010-01-21,62094B,1
2010-01-22,62094B,1
2010-01-23,62094B,1
2010-01-24,62094B,1
2010-01-25,62094B,1
2010-01-26,62094B,2
2010-01-27,62094B,2
2010-01-28,62094B,1
2010-01-29,62094B,1
2010-01-30,62094B,1
2010-01-31,62094B,1
2010-02-01,62094B,1
2010-02-02,62094B,1
2010-02-03,62094B,1
2010-02-04,62094B,1
2010-02-05,62094B,1
2010-02-06,62094B,1
2010-02-07,62094B,1
2010-02-08,62094B,1
2010-02-09,62094B,2
2010-02-10,62094B,1
2010-02-11,62094B,1
2010-02-12,62094B,7
2010-02-13,62094B,1
2010-02-14,62094B,1
2010-02-15,62094B,1
2010-02-16,62094B,2
2010-02-17,62094B,1
2010-02-18,62094B,1
2010-02-19,62094B,1
2010-02-20,62094B,1
2010-02-21,62094B,1
2010-02-22,62094B,1
2010-02-23,62094B,1
2010-02-24,62094B,2
2010-02-25,62094B,1
2010-02-26,62094B,1
2010-02-27,62094B,1
2010-02-28,62094B,1
2010-03-01,62094B,2
2010-03-02,62094B,1
2010-03-03,62094B,2
2010-03-04,62094B,1
2010-03-05,62094B,1
2010-03-06,62094B,1
2010-03-07,62094B,1
2010-03-08,62094B,2
2010-03-09,62094B,1
2010-03-10,62094B,1
2010-03-11,62094B,1
2010-03-12,62094B,1
2010-03-13,62094B,1
2010-03-14,62094B,1
2010-03-15,62094B,1
2010-03-16,62094B,1
2010-03-17,62094B,1
2010-03-18,62094B,1
2010-03-19,62094B,1
2010-03-20,62094B,1
2010-03-21,62094B,1
2010-03-22,62094B,1
2010-03-23,62094B,1
2010-03-24,62094B,1
2010-03-25,62094B,1
2010-03-26,62094B,1
2010-03-27,62094B,1
2010-03-28,62094B,1
2010-03-29,62094B,1
2010-03-30,62094B,1
2010-03-31,62094B,2
2010-04-01,62094B,1
2010-04-02,62094B,1
2010-04-03,62094B,1
2010-04-04,62094B,1
2010-04-05,62094B,1
2010-04-06,62094B,1
2010-04-07,62094B,1
2010-04-08,62094B,1
2010-04-09,62094B,1
2010-04-10,62094B,1
2010-04-11,62094B,1
2010-04-12,62094B,1
2010-04-13,62094B,1
2010-04-14,62094B,7
2010-04-15,62094B,1
2010-04-16,62094B,1
2010-04-17,62094B,1
2010-04-18,62094B,1
2010-04-19,62094B,1
2010-04-20,62094B,1
2010-04-21,62094B,2
2010-04-22,62094B,1
2010-04-23,62094B,1
2010-04-24,62094B,1
2010-04-25,62094B,1
2010-04-26,62094B,3
2010-04-27,62094B,1
2010-04-28,62094B,2
2010-04-29,62094B,1
2010-04-30,62094B,1
2010-05-01,62094B,1
2010-05-02,62094B,2
2010-05-03,62094B,1
2010-05-04,62094B,1
2010-05-05,62094B,1
2010-05-06,62094B,1
2010-05-07,62094B,1
2010-05-08,62094B,1
2010-05-09,62094B,3
2010-05-10,62094B,26
2010-05-11,62094B,1
2010-05-12,62094B,1
2010-05-13,62094B,1
2010-05-14,62094B,51
2010-05-15,62094B,1
2010-05-16,62094B,1
2010-05-17,62094B,1
2010-05-18,62094B,1
2010-05-19,62094B,1
2010-05-20,62094B,1
2010-05-21,62094B,1
2010-05-22,62094B,1
2010-05-23,62094B,1
2010-05-24,62094B,26
2010-05-25,62094B,1
2010-05-26,62094B,1
2010-05-27,62094B,1
2010-05-28,62094B,26
2010-05-29,62094B,1
2010-05-30,62094B,1
2010-05-31,62094B,1
2010-06-01,62094B,3
2010-06-02,62094B,7
2010-06-03,62094B,1
2010-06-04,62094B,1
2010-06-05,62094B,1
2010-06-06,62094B,1
2010-06-07,62094B,3
2010-06-08,62094B,3
2010-06-09,62094B,1
2010-06-10,62094B,1
2010-06-11,62094B,7
2010-06-12,62094B,1
2010-06-13,62094B,1
2010-06-14,62094B,1
2010-06-15,62094B,1
2010-06-16,62094B,3
2010-06-17,62094B,1
2010-06-18,62094B,1
2010-06-19,62094B,1
2010-06-20,62094B,1
2010-06-21,62094B,1
2010-06-22,62094B,1
2010-06-23,62094B,3
2010-06-24,62094B,1
2010-06-25,62094B,1
2010-06-26,62094B,1
2010-06-27,62094B,1
2010-06-28,62094B,1
2010-06-29,62094B,1
2010-06-30,62094B,2
2010-07-01,62094B,1
2010-07-02,62094B,1
2010-07-03,62094B,1
2010-07-04,62094B,1
2010-07-05,62094B,1
2010-07-06,62094B,1
2010-07-07,62094B,8
2010-07-08,62094B,6
2010-07-09,62094B,1
2010-07-10,62094B,1
2010-07-11,62094B,1
2010-07-12,62094B,1
2010-07-13,62094B,1
2010-07-14,62094B,1
2010-07-15,62094B,1
2010-07-16,62094B,1
2010-07-17,62094B,1
2010-07-18,62094B,1
2010-07-19,62094B,1
2010-07-20,62094B,1
2010-07-21,62094B,1
2010-07-22,62094B,1
2010-07-23,62094B,1
2010-07-24,62094B,1
2010-07-25,62094B,1
2010-07-26,62094B,1
2010-07-27,62094B,1
2010-07-28,62094B,1
2010-07-29,62094B,2
2010-07-30,62094B,1
2010-07-31,62094B,1
2010-08-01,62094B,1
2010-08-02,62094B,1
2010-08-03,62094B,1
2010-08-04,62094B,1
2010-08-05,62094B,1
2010-08-06,62094B,1
2010-08-07,62094B,1
2010-08-08,62094B,1
2010-08-09,62094B,1
2010-08-10,62094B,1
2010-08-11,62094B,2
2010-08-12,62094B,3
2010-08-13,62094B,2
2010-08-14,62094B,1
2010-08-15,62094B,2
2010-08-16,62094B,7
2010-08-17,62094B,1
2010-08-18,62094B,2
2010-08-19,62094B,1
2010-08-20,62094B,1
2010-08-21,62094B,1
2010-08-22,62094B,1
2010-08-23,62094B,1
2010-08-24,62094B,1
2010-08-25,62094B,1
2010-08-26,62094B,1
2010-08-27,62094B,1
2010-08-28,62094B,1
2010-08-29,62094B,1
2010-08-30,62094B,1
2010-08-31,62094B,4
2010-09-01,62094B,2
2010-09-02,62094B,1
2010-09-03,62094B,1
2010-09-04,62094B,1
2010-09-05,62094B,1
2010-09-06,62094B,1
2010-09-07,62094B,1
2010-09-08,62094B,1
2010-09-09,62094B,4
2010-09-10,62094B,1
2010-09-11,62094B,1
2010-09-12,62094B,1
2010-09-13,62094B,1
2010-09-14,62094B,51
2010-09-15,62094B,1
2010-09-16,62094B,7
2010-09-17,62094B,1
2010-09-18,62094B,1
2010-09-19,62094B,1
2010-09-20,62094B,3
2010-09-21,62094B,1
2010-09-22,62094B,5
2010-09-23,62094B,1
2010-09-24,62094B,1
2010-09-25,62094B,1
2010-09-26,62094B,1
2010-09-27,62094B,1
2010-09-28,62094B,2
2010-09-29,62094B,1
2010-09-30,62094B,2
2010-10-01,62094B,1
2010-10-02,62094B,1
2010-10-03,62094B,1
2010-10-04,62094B,1
2010-10-05,62094B,1
2010-10-06,62094B,7
2010-10-07,62094B,1
2010-10-08,62094B,1
2010-10-09,62094B,1
2010-10-10,62094B,1
2010-10-11,62094B,2
2010-10-12,62094B,2
2010-10-13,62094B,1
2010-10-14,62094B,1
2010-10-15,62094B,1
2010-10-16,62094B,1
2010-10-17,62094B,1
2010-10-18,62094B,1
2010-10-19,62094B,1
2010-10-20,62094B,3
2010-10-21,62094B,1
2010-10-22,62094B,1
2010-10-23,62094B,1
2010-10-24,62094B,1
2010-10-25,62094B,1
2010-10-26,62094B,1
2010-10-27,62094B,1
2010-10-28,62094B,1
2010-10-29,62094B,1
2010-10-30,62094B,1
2010-10-31,62094B,1
2010-11-01,62094B,1
2010-11-02,62094B,1
2010-11-03,62094B,1
2010-11-04,62094B,1
2010-11-05,62094B,1
2010-11-06,62094B,1
2010-11-07,62094B,1
2010-11-08,62094B,2
2010-11-09,62094B,1
2010-11-10,62094B,1
2010-11-11,62094B,2
2010-11-12,62094B,1
2010-11-13,62094B,1
2010-11-14,62094B,1
2010-11-15,62094B,1
2010-11-16,62094B,1
2010-11-17,62094B,1
2010-11-18,62094B,1
2010-11-19,62094B,1
2010-11-20,62094B,1
2010-11-21,62094B,1
2010-11-22,62094B,2
2010-11-23,62094B,1
2010-11-24,62094B,1
2010-11-25,62094B,1
2010-11-26,62094B,1
2010-11-27,62094B,1
2010-11-28,62094B,1
2010-11-29,62094B,1
2010-11-30,62094B,1
2010-12-01,62094B,1
2010-12-02,62094B,1
2010-12-03,62094B,1
2010-12-04,62094B,1
2010-12-05,62094B,1
2010-12-06,62094B,2
2010-12-07,62094B,1
2010-12-08,62094B,1
2010-12-09,62094B,1
2010-12-10,62094B,3
2010-12-11,62094B,1
2010-12-12,62094B,1
2010-12-13,62094B,1
2010-12-14,62094B,2
2010-12-15,62094B,1
2010-12-16,62094B,1
2010-12-17,62094B,1
2010-12-18,62094B,1
2010-12-19,62094B,1
2010-12-20,62094B,1
2010-12-21,62094B,1
2010-12-22,62094B,1
2010-12-23,62094B,1
2010-12-24,62094B,1
2010-12-25,62094B,1
2010-12-26,62094B,1
2010-12-27,62094B,1
2010-12-28,62094B,1
2010-12-29,62094B,1
2010-12-30,62094B,1
2010-12-31,62094B,1
2011-01-01,62094B,1
2011-01-02,62094B,1
2011-01-03,62094B,1
2011-01-04,62094B,1
2011-01-05,62094B,1
2011-01-06,62094B,1
2011-01-07,62094B,1
2011-01-08,62094B,1
2011-01-09,62094B,1
2011-01-10,62094B,7
2011-01-11,62094B,1
2011-01-12,62094B,1
2011-01-13,62094B,1
2011-01-14,62094B,1
2011-01-15,62094B,1
2011-01-16,62094B,1
2011-01-17,62094B,1
2011-01-18,62094B,1
2011-01-19,62094B,1
2011-01-20,62094B,1
2011-01-21,62094B,1
2011-01-22,62094B,1
2011-01-23,62094B,1
2011-01-24,62094B,1
2011-01-25,62094B,1
2011-01-26,62094B,2
2011-01-27,62094B,7
2011-01-28,62094B,1
2011-01-29,62094B,1
2011-01-30,62094B,1
2011-01-31,62094B,1
2011-02-01,62094B,2
2011-02-02,62094B,1
2011-02-03,62094B,1
2011-02-04,62094B,2
